,YEAR,MO,DY,HR,MN,Hs,Ta,BUOY
438,2021,1,10,3,0,1.77,1.03,155_imperial_beach
439,2021,1,10,3,30,1.73,0.84,155_imperial_beach
440,2021,1,10,4,0,1.6,0.19,155_imperial_beach
441,2021,1,10,4,30,1.7,0.68,155_imperial_beach
442,2021,1,10,5,0,1.67,0.41,155_imperial_beach
443,2021,1,10,5,30,1.72,0.57,155_imperial_beach
444,2021,1,10,6,0,1.67,0.55,155_imperial_beach
445,2021,1,10,6,30,1.65,0.21,155_imperial_beach
446,2021,1,10,7,0,1.73,0.82,155_imperial_beach
447,2021,1,10,7,30,1.7,0.11,155_imperial_beach
448,2021,1,10,8,0,1.47,11.2,155_imperial_beach
449,2021,1,10,8,30,1.65,0.09,155_imperial_beach
450,2021,1,10,9,0,1.66,0.49,155_imperial_beach
451,2021,1,10,9,30,1.51,11.4,155_imperial_beach
452,2021,1,10,10,0,1.74,0.79,155_imperial_beach
453,2021,1,10,10,30,1.5,0.13,155_imperial_beach
454,2021,1,10,11,0,1.48,11.1,155_imperial_beach
455,2021,1,10,11,30,1.49,0.24,155_imperial_beach
456,2021,1,10,12,0,1.52,11.6,155_imperial_beach
457,2021,1,10,12,30,1.53,11.9,155_imperial_beach
458,2021,1,10,13,0,1.59,11.4,155_imperial_beach
459,2021,1,10,13,30,1.65,0.49,155_imperial_beach
460,2021,1,10,14,0,1.49,11.1,155_imperial_beach
